0,30,0.0009
1,0,0.0119
2,0,0.0782
3,1,0.3438
4,5,1.1335
5,7,2.9896
6,11,6.5709
7,9,12.3791
8,14,20.4062
9,18,29.9007
10,18,39.4316
11,20,47.2731
12,42,51.9512
13,41,52.7005
14,36,49.6420
15,50,43.6436
16,48,35.9718
17,42,27.9046
18,38,20.4440
19,15,14.1898
20,17,9.3564
21,11,5.8756
22,5,3.5220
23,2,2.0194
